pl_name,hostname,sy_snum,sy_pnum,sy_mnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv
Kepler-88 d,KOI-142,1,3,0,1403.00000000,,13.100,1.170,965.14700,3.05046,Msin(i)/sin(i),2.360000,0.410000,,,89.000,,0,,,,,,,2456235.000000,,63.500,,,G6 V,5466.00,0.90,0.99,0.270,[Fe/H],-0.192,4.53,1.600,1.50172,1.8000,,-20.45
Kepler-880 b,Kepler-880,1,1,0,7.71468975,0.091500,2.660,0.237,7.56000,0.02380,M-R relationship,2.210000,0.000000,586.17,1622,81.590,2454966.554780,0,0.6090,0.021450,4.2955000,13.917000,0.01357,,,,,,,,6761.00,1.74,1.46,0.030,[Fe/H],0.666,4.12,1.660,0.56468,,,-29.44
Kepler-881 b,Kepler-881,1,1,0,4.44448017,0.055200,1.780,0.159,3.82000,0.01200,M-R relationship,3.720000,0.000000,538.57,1217,74.940,2454966.462630,0,0.8847,0.016300,3.3500000,3.620000,0.01460,,,,,,,,5961.00,1.09,1.06,0.000,[Fe/H],0.120,4.39,3.800,0.04553,,,
Kepler-882 b,Kepler-882,1,1,0,3.98953967,0.044900,1.230,0.110,2.04000,0.00642,M-R relationship,6.020000,0.000000,259.03,903,89.750,2454967.099800,0,0.0850,0.019000,1.5403000,19.330000,0.01263,,,,,,,,5476.00,0.87,0.90,-0.030,[Fe/H],-0.273,4.52,4.570,8.59056,,,
Kepler-883 b,Kepler-883,1,1,0,12.98495573,0.105500,1.780,0.159,3.82000,0.01200,M-R relationship,3.720000,0.000000,163.05,818,89.910,2454972.781760,0,0.0460,0.025720,3.4569000,29.150000,0.01479,,,,,,,,6116.00,1.09,1.06,-0.130,[Fe/H],0.296,4.40,3.020,0.74944,,,
Kepler-884 b,Kepler-884,1,1,0,5.69919514,0.062200,1.230,0.110,2.04000,0.00642,M-R relationship,6.020000,0.000000,204.18,964,89.980,2454969.587540,0,0.7600,0.016130,2.3878000,18.429000,0.01165,,,,,,,,5715.00,0.94,1.00,0.050,[Fe/H],-0.313,4.49,2.450,3.61996,,,-33.13
Kepler-885 b,Kepler-885,1,1,0,18.11472949,0.143200,2.500,0.223,6.80000,0.02140,M-R relationship,2.390000,0.000000,124.65,830,85.950,2454980.492230,0,0.7400,0.024150,5.2269000,19.000000,0.01664,,,,,,,,6187.00,1.35,1.21,0.110,[Fe/H],0.417,4.26,3.160,0.55283,,,-25.05
Kepler-886 b,Kepler-886,1,1,0,6.24146367,0.067000,1.520,0.136,2.92000,0.00920,M-R relationship,4.570000,0.000000,231.43,1111,89.890,2454967.887040,0,0.9150,0.016370,3.0771000,15.566000,0.01203,,,,,,,,6098.00,1.16,1.10,-0.010,[Fe/H],0.042,4.35,3.390,1.83138,,,
Kepler-887 b,Kepler-887,1,2,0,20.42228798,0.153600,1.840,0.164,4.04000,0.01270,M-R relationship,3.560000,0.000000,109.84,785,89.870,2454979.983280,0,0.6460,0.018930,6.1920000,25.490000,0.01263,,,,,,,,6194.00,1.29,1.19,0.080,[Fe/H],0.446,4.29,3.090,0.73981,,,-5.41
Kepler-887 c,Kepler-887,1,2,0,7.63846023,0.079700,1.130,0.101,1.51000,0.00474,M-R relationship,5.750000,0.000000,407.98,1089,88.300,2454971.244670,0,0.7280,0.007170,3.9710000,14.540000,0.00819,,,,,,,,6194.00,1.29,1.19,0.080,[Fe/H],0.446,4.29,3.090,0.99716,,,-5.41
Kepler-888 b,Kepler-888,1,1,0,70.69790610,0.328000,1.760,0.157,3.75000,0.01180,M-R relationship,3.780000,0.000000,7.85,417,89.980,2455021.570290,0,0.0260,0.038310,6.6240000,82.820000,0.01802,,,,,,,,5875.00,0.90,0.97,-0.210,[Fe/H],-0.043,4.52,1.480,1.80717,,,
Kepler-889 b,Kepler-889,1,1,0,3.74443900,0.049200,1.090,0.097,1.32000,0.00416,M-R relationship,5.600000,0.000000,954.59,1328,89.010,2454966.560630,0,0.9380,0.007330,2.9492000,9.750000,0.00791,,,,,,,,5961.00,1.25,1.14,0.190,[Fe/H],0.383,4.30,3.980,0.49688,,,
Kepler-890 b,Kepler-890,1,1,0,52.75875577,0.294400,8.890,0.793,58.60000,0.18400,M-R relationship,0.458000,0.000000,30.23,540,89.680,2454989.306750,0,0.0728,0.580580,6.6068000,65.231000,0.07171,,,,,,,,5954.00,1.13,1.09,0.090,[Fe/H],0.327,4.37,3.630,1.88641,,,
Kepler-891 b,Kepler-891,1,1,0,53.44945593,0.288100,6.410,0.572,33.60000,0.10600,M-R relationship,0.701000,0.000000,44.33,486,89.930,2454982.201815,0,0.0533,0.343700,5.3228000,80.697000,0.05528,,,,,,,,5887.00,1.07,1.06,0.090,[Fe/H],0.588,4.41,3.550,3.49966,,,
Kepler-892 b,Kepler-892,1,1,0,13.75210720,0.101500,2.810,0.251,8.30000,0.02610,M-R relationship,2.060000,0.000000,18.20,556,87.860,2454976.031240,0,0.8900,0.121560,2.7024000,17.400000,0.03574,,,,,,,,4747.00,0.72,0.75,-0.040,[Fe/H],-0.735,4.61,5.010,2.79666,,,
Kepler-893 b,Kepler-893,1,1,0,6.33855761,0.069900,3.030,0.270,9.43000,0.02970,M-R relationship,1.860000,0.000000,266.27,1034,82.420,2455187.851100,0,0.8940,0.072170,3.2833000,7.300000,0.02840,,,,,,,,5820.00,0.99,1.00,-0.030,[Fe/H],0.060,4.45,3.800,0.36760,,,
Kepler-894 b,Kepler-894,1,1,0,9.80322400,0.091600,2.780,0.248,8.15000,0.02560,M-R relationship,2.080000,0.000000,119.88,896,87.120,2455196.985900,0,0.7431,0.081340,4.4934000,13.210000,0.02980,,,,,,,,5603.00,0.85,0.87,-0.250,[Fe/H],-0.123,4.53,4.270,0.45345,,,
Kepler-895 b,Kepler-895,1,1,0,2.80624233,0.032800,1.540,0.137,2.99000,0.00940,M-R relationship,4.500000,0.000000,106.58,771,89.820,2454966.731250,0,0.0196,0.059960,1.7170000,13.469000,0.02311,,,,,,,,4315.00,0.61,0.65,-0.160,[Fe/H],-0.854,4.67,2.630,5.02117,,,
Kepler-896 b,Kepler-896,1,1,0,144.54739600,0.516400,2.530,0.226,6.94000,0.02180,M-R relationship,2.350000,0.000000,1.99,303,88.570,2455098.952810,0,0.7520,0.103520,14.9620000,48.400000,0.02949,,,,,,,,5262.00,0.81,0.84,-0.100,[Fe/H],0.481,4.56,5.010,0.37879,,,
Kepler-897 b,Kepler-897,1,1,0,8.04726420,0.077000,2.390,0.213,6.30000,0.01980,M-R relationship,2.540000,0.000000,354.22,855,79.300,2454970.208600,0,0.8370,0.048600,4.5000000,7.480000,0.02113,,,,,,,,5839.00,1.04,1.03,0.040,[Fe/H],0.288,4.41,4.370,0.77522,,,
Kepler-898 b,Kepler-898,1,1,0,5.87061910,0.054500,1.490,0.133,2.83000,0.00889,M-R relationship,4.700000,0.000000,37.11,616,87.350,2454970.249530,0,0.6420,0.050560,2.4983000,13.880000,0.02215,,,,,,,,4223.00,0.62,0.65,-0.060,[Fe/H],-0.875,4.66,3.980,1.46624,,,
Kepler-899 b,Kepler-899,1,1,0,19.17891293,0.139200,2.680,0.239,7.65000,0.02410,M-R relationship,2.180000,0.000000,62.20,640,89.990,2454972.746610,0,0.0040,0.075280,5.2000000,29.200000,0.02669,,,,,,,,5595.00,0.91,0.93,-0.060,[Fe/H],0.048,4.49,4.070,1.28042,,,
Kepler-9 b,Kepler-9,1,3,0,19.23891000,0.143000,8.290,0.740,43.40000,0.13655,Mass,0.420000,0.060900,48.23,661,88.982,2454977.512000,1,0.5900,0.666050,4.2430000,31.300000,0.07760,,,357.0000,9.560,-13.00,,,5774.00,0.96,1.02,0.050,[Fe/H],-0.038,4.49,2.000,1.64000,2.7400,,
Kepler-9 c,Kepler-9,1,3,0,38.98530000,0.227000,8.080,0.721,29.90000,0.09408,Mass,0.310000,0.066910,18.90,523,89.188,2454968.840000,1,0.7400,0.615910,4.5650000,49.800000,0.07560,,,167.5000,,,,,5774.00,0.96,1.02,0.050,[Fe/H],-0.038,4.49,2.000,1.64000,2.7400,,
Kepler-9 d,Kepler-9,1,3,0,1.59285100,0.027300,1.640,0.146,3.33000,0.01050,M-R relationship,4.150000,0.000000,1339.66,2026,89.380,2455015.094300,0,0.0200,0.024830,1.9700000,5.540000,0.01470,,,,,,,,5777.00,1.02,1.07,0.120,[Fe/H],0.037,4.49,1.000,1.95342,1.9000,,
Kepler-90 i,KOI-351,1,8,0,14.44912000,,1.320,0.118,2.30000,0.00724,M-R relationship,5.500000,,,709,89.200,2455644.348800,0,0.5000,,2.8000000,33.800000,0.00935,,,,,,,,6015.00,1.29,1.12,0.098,[M/H],0.250,4.27,0.530,1.18855,4.6000,,
Kepler-900 b,Kepler-900,1,1,0,6.99130860,0.067900,2.080,0.186,4.98000,0.01570,M-R relationship,3.040000,0.000000,54.11,716,87.580,2454968.462630,0,0.8508,0.055540,2.2124000,13.880000,0.02611,,,,,,,,4836.00,0.73,0.78,-0.010,[Fe/H],-0.608,4.60,4.570,1.03464,5.2000,,-18.32
Kepler-901 b,Kepler-901,1,1,0,3.51749439,0.037800,1.370,0.122,2.45000,0.00771,M-R relationship,5.240000,0.000000,68.72,704,86.490,2454968.546570,0,0.0270,0.056100,1.4847000,18.494000,0.02165,,,,,,,,4184.00,0.57,0.59,-0.300,[Fe/H],-0.984,4.70,3.800,9.67188,,,
Kepler-902 b,Kepler-902,1,1,0,40.10995470,0.223000,2.540,0.227,6.99000,0.02200,M-R relationship,2.340000,0.000000,24.88,556,89.980,2454975.078260,0,0.8450,0.073200,5.1836000,60.240000,0.02512,,,,,,,,5647.00,0.93,0.95,0.000,[Fe/H],0.108,4.49,4.370,2.57107,,,
Kepler-903 b,Kepler-903,1,2,0,10.35077210,0.090700,2.010,0.179,4.70000,0.01480,M-R relationship,3.180000,0.000000,274.85,842,84.430,2454966.713620,0,0.8440,0.027310,6.5650000,7.200000,0.01874,,,,,,,,5682.00,0.97,0.98,0.050,[Fe/H],0.365,4.46,4.790,0.09524,,,
Kepler-903 c,Kepler-903,1,2,0,62.92285570,0.302000,2.530,0.226,6.94000,0.02180,M-R relationship,2.350000,0.000000,24.79,462,87.020,2454984.680770,0,0.8480,0.041780,11.2980000,24.000000,0.02396,,,,,,,,5682.00,0.97,0.98,0.050,[Fe/H],0.365,4.46,4.790,0.03760,,,
Kepler-904 b,Kepler-904,1,1,0,3.02166863,0.041700,1.770,0.158,3.78000,0.01190,M-R relationship,3.750000,0.000000,875.42,1332,87.430,2454966.476720,0,0.9200,0.017190,2.7580000,3.230000,0.01250,,,,,,,,6160.00,1.25,1.16,0.050,[Fe/H],0.154,4.31,3.020,0.97869,,,
Kepler-905 b,Kepler-905,1,1,0,5.08274652,0.057200,1.410,0.126,2.57000,0.00809,M-R relationship,5.040000,0.000000,185.77,928,89.840,2454966.210950,0,0.0630,0.027670,1.7354000,22.716000,0.01521,,,,,,,,5461.00,0.86,0.95,0.090,[Fe/H],-0.215,4.55,1.660,8.00121,,,
Kepler-906 b,Kepler-906,1,1,0,41.69799760,0.235900,2.110,0.188,5.10000,0.01600,M-R relationship,2.980000,0.000000,21.99,537,90.000,2455002.576360,0,0.7470,0.044080,5.6754000,56.910000,0.01890,,,,,,,,6035.00,1.02,1.06,-0.090,[Fe/H],0.096,4.45,1.860,2.00587,,,
Kepler-907 b,Kepler-907,1,1,0,15.86621821,0.122500,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,0.000000,137.66,879,86.770,2454974.088050,0,0.8720,0.007730,4.1503000,29.390000,0.00816,,,,,,,,6106.00,1.38,1.08,-0.150,[Fe/H],0.378,4.19,5.370,1.90798,,,12.25
Kepler-908 b,Kepler-908,3,1,0,1.34059747,0.024700,1.220,0.109,1.98000,0.00624,M-R relationship,5.990000,0.000000,3304.10,1783,89.940,2454965.244420,0,0.5830,0.010980,1.6085000,6.445000,0.00956,,,,,,,,5973.00,1.12,1.11,0.150,[Fe/H],0.264,4.38,3.020,0.32197,,,-24.88
Kepler-909 b,Kepler-909,1,1,0,13.93290318,0.117500,1.470,0.131,2.76000,0.00869,M-R relationship,4.770000,0.000000,127.24,852,87.140,2454972.411950,0,0.2992,0.013160,2.5119000,40.910000,0.01068,,,,,,,,6154.00,1.23,1.17,0.080,[Fe/H],0.273,4.33,2.880,0.78101,,,-27.31
Kepler-91 b,Kepler-91,1,1,0,6.24658000,0.073100,15.323,1.367,257.44230,0.81000,Mass,0.400000,0.051900,3273.32,2040,69.680,2454969.395800,0,0.8667,0.039680,11.2610000,2.496000,0.02181,0.003500,,-57.2000,70.000,,,K3,4550.00,6.30,1.31,0.110,[Fe/H],1.225,2.95,4.470,0.00730,6.8000,,-62.01
Kepler-910 b,Kepler-910,1,1,0,2.36436901,0.038200,0.820,0.073,0.47700,0.00150,M-R relationship,4.750000,0.000000,2108.07,1752,88.440,2454965.250060,0,0.8120,0.002880,3.2852000,3.150000,0.00492,,,,,,,,6230.00,1.50,1.26,0.120,[Fe/H],0.494,4.19,3.390,0.41794,,,-1.66
Kepler-911 b,Kepler-911,1,1,0,20.31050100,0.154900,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,0.000000,198.72,931,89.900,2454979.823080,0,0.8330,0.016820,5.3585000,29.160000,0.01188,,,,,,,,6112.00,1.99,1.34,0.030,[Fe/H],0.707,3.97,3.550,0.19419,,,-47.02
Kepler-912 b,Kepler-912,1,1,0,2.53475627,0.033900,2.800,0.250,8.25000,0.02590,M-R relationship,2.070000,0.000000,519.95,1218,68.670,2454965.680560,0,0.6730,0.046300,4.4149000,3.480000,0.02276,,,,,,,,5998.00,1.11,1.07,0.020,[Fe/H],0.552,4.37,3.160,0.07146,,,
Kepler-913 b,Kepler-913,1,1,0,10.29672521,0.100900,2.060,0.184,4.90000,0.01540,M-R relationship,3.080000,0.000000,58.90,1129,89.400,2454965.196590,0,0.2980,0.101180,2.7238000,28.900000,0.03124,,,,,,,,4687.00,0.61,0.63,-0.520,[Fe/H],-0.282,4.67,5.620,4.30700,,,
Kepler-914 b,Kepler-914,1,1,0,4.40966548,0.054400,1.380,0.123,2.48000,0.00780,M-R relationship,5.190000,0.000000,568.38,1192,85.070,2454965.449020,0,0.0419,0.013270,2.1066000,16.160000,0.01052,,,,,,,,5877.00,1.15,1.10,0.220,[Fe/H],0.245,4.36,3.980,4.10271,,,
Kepler-915 b,Kepler-915,1,1,0,4.59489604,0.056600,1.500,0.134,2.86000,0.00899,M-R relationship,4.660000,0.000000,844.75,1319,76.000,2454966.839990,0,0.6900,0.010900,2.8530000,12.240000,0.00966,,,,,,,,6173.00,1.38,1.21,0.080,[Fe/H],0.506,4.24,3.390,0.44865,,,
Kepler-916 b,Kepler-916,1,1,0,32.29687980,0.188500,1.760,0.157,3.75000,0.01180,M-R relationship,3.780000,0.000000,14.68,503,89.780,2454971.520780,0,0.2070,0.047220,4.6170000,54.010000,0.01996,,,,,,,,5248.00,0.81,0.85,-0.050,[Fe/H],-0.278,4.56,4.790,2.61354,,,
Kepler-917 b,Kepler-917,1,1,0,2.97041437,0.037800,1.910,0.170,4.31000,0.01360,M-R relationship,3.400000,0.000000,228.11,991,87.750,2454966.392200,0,0.8840,0.053070,2.2161000,10.040000,0.02254,,,,,,,,5418.00,0.76,0.80,-0.380,[Fe/H],0.764,4.58,4.170,1.92074,,,
Kepler-918 b,Kepler-918,1,1,0,4.85386933,0.056900,1.740,0.155,3.68000,0.01160,M-R relationship,3.840000,0.000000,258.70,1052,77.940,2454968.094370,0,0.2258,0.019640,2.7990000,13.110000,0.01358,,,,,,,,6028.00,1.14,1.11,0.060,[Fe/H],-0.018,4.37,3.240,1.80765,,,
Kepler-919 b,Kepler-919,1,1,0,11.04603384,0.098100,2.250,0.201,5.69000,0.01790,M-R relationship,2.740000,0.000000,153.91,869,89.790,2454969.440830,0,0.0640,0.030830,4.7990000,17.870000,0.01726,,,,,,,,6113.00,1.21,1.15,0.070,[Fe/H],0.167,4.33,3.020,0.88069,,,
Kepler-92 b,Kepler-92,1,3,0,13.74900000,0.117400,3.510,0.313,64.30000,0.20200,Mass,8.170000,0.170000,257.78,975,87.190,2455012.278590,1,0.8100,0.041410,6.0538000,10.620000,0.02106,,,,,,,,5883.00,1.70,1.21,0.138,[M/H],0.558,4.05,5.200,0.25139,,,-41.31
Kepler-92 c,Kepler-92,1,3,0,26.72300000,0.182900,2.600,0.232,6.10000,0.01900,Mass,1.910000,0.040000,106.21,781,89.920,2454980.951190,1,0.7323,0.019480,8.5096000,24.311700,0.01560,,,,,,,,5883.00,1.70,1.21,0.138,[M/H],0.558,4.05,5.200,0.35563,,,-41.31
Kepler-92 d,Kepler-92,1,3,0,49.35680000,0.275400,2.067,0.184,4.93000,0.01550,M-R relationship,3.070000,0.070000,46.84,637,89.530,2454967.296820,0,0.6770,0.013830,10.9160000,24.910000,0.01106,,,,,,,,5904.34,1.82,1.07,0.138,[M/H],0.558,3.95,5.200,0.25139,,,-41.31
Kepler-920 b,Kepler-920,1,2,0,6.53192704,0.065000,2.420,0.216,6.44000,0.02030,M-R relationship,2.500000,0.000000,153.14,907,84.790,2454969.033880,0,0.2007,0.077190,3.1164000,16.120000,0.02607,,,,,,,,5403.00,0.85,0.89,0.000,[Fe/H],-0.183,4.54,4.370,1.85865,,,
Kepler-920 c,Kepler-920,1,2,0,100.82741130,0.402900,3.800,0.339,13.80000,0.04360,M-R relationship,1.380000,0.000000,3.99,364,89.470,2455049.389880,0,0.5291,0.177880,8.2810000,83.400000,0.04111,,,,,,,,5403.00,0.85,0.89,0.000,[Fe/H],-0.183,4.54,4.370,1.07983,,,
Kepler-921 b,Kepler-921,1,1,0,51.30063400,0.271600,2.870,0.256,8.60000,0.02710,M-R relationship,2.000000,0.000000,15.01,492,90.000,2454986.536460,0,0.9280,0.058140,6.9870000,74.620000,0.02860,,,,,,,,5663.00,0.91,0.93,-0.120,[Fe/H],-0.030,4.50,4.270,2.98696,,,
Kepler-922 b,Kepler-922,1,1,0,0.93846683,0.018200,1.420,0.127,2.60000,0.00819,M-R relationship,4.990000,0.000000,2142.63,1876,89.450,2454968.601201,0,0.6300,0.021740,1.2710000,5.604900,0.01369,,,,,,,,5671.00,0.93,0.95,-0.050,[Fe/H],-0.133,4.48,4.370,3.76068,,,
Kepler-923 b,Kepler-923,1,1,0,6.93366476,0.071500,1.380,0.123,2.48000,0.00780,M-R relationship,5.190000,0.000000,390.64,1104,80.200,2454970.072360,0,0.8030,0.011960,4.3220000,12.280000,0.01040,,,,,,,,5988.00,1.26,1.11,0.070,[Fe/H],0.333,4.28,4.680,0.72847,,,
Kepler-924 b,Kepler-924,1,1,0,61.03701170,0.335900,3.070,0.274,9.64000,0.03030,M-R relationship,1.830000,0.000000,20.00,610,89.930,2455008.180030,0,0.0304,0.043750,8.8510000,56.590000,0.02255,,,,,,,,6167.00,1.23,1.14,0.010,[Fe/H],0.314,4.32,3.090,0.92023,,,
Kepler-925 b,Kepler-925,1,1,0,33.86785310,0.180500,2.340,0.209,6.08000,0.01910,M-R relationship,2.610000,0.000000,5.83,394,89.020,2454970.513560,0,0.6804,0.089480,3.6820000,46.200000,0.03001,,,,,,,,4673.00,0.72,0.77,0.120,[Fe/H],-0.684,4.62,2.570,1.63128,,,
Kepler-926 b,Kepler-926,1,1,0,52.06886010,0.273900,2.310,0.206,5.95000,0.01870,M-R relationship,2.650000,0.000000,17.88,524,89.880,2455011.156050,0,0.8300,0.052130,3.0436000,132.000000,0.02080,,,,,,,,5806.00,1.01,1.01,0.030,[Fe/H],0.173,4.43,4.370,16.03701,,,
Kepler-927 b,Kepler-927,1,1,0,9.11499030,0.086600,1.720,0.153,3.61000,0.01130,M-R relationship,3.900000,0.000000,129.53,906,86.670,2454966.976240,0,0.0189,0.030120,4.4852000,15.779000,0.01583,,,,,,,,5743.00,0.99,0.99,0.030,[Fe/H],-0.086,4.45,4.370,0.89453,,,
Kepler-928 b,Kepler-928,1,1,0,3.93246130,0.044400,1.590,0.142,3.15000,0.00993,M-R relationship,4.310000,0.000000,111.11,894,88.150,2454965.554650,0,0.4160,0.045550,2.1982000,12.240000,0.02113,,,,,,,,4700.00,0.70,0.73,-0.110,[Fe/H],-0.719,4.62,4.370,2.24070,,,
Kepler-929 b,Kepler-929,1,1,0,0.92103214,0.019200,1.110,0.099,1.41000,0.00444,M-R relationship,5.670000,0.000000,8159.93,2362,89.490,2454965.030250,0,0.8520,0.010150,2.5345000,2.862300,0.00957,,,,,,,,5869.00,1.02,1.01,-0.040,[Fe/H],0.461,4.42,3.470,0.48200,,,
Kepler-93 b,Kepler-93,1,2,0,4.72674000,0.053000,1.569,0.140,4.54426,0.01430,Mass,1.652000,0.000000,283.74,1037,89.180,2454944.292580,0,0.1765,0.022000,2.8898000,12.500000,0.01475,,,,1.600,,,,5669.00,0.98,1.09,-0.180,[Fe/H],-0.106,4.47,6.600,1.65000,0.5000,,27.63
Kepler-93 c,Kepler-93,1,2,0,1460.00000000,,,,954.00000,3.00000,Mass,,,,,,,0,,,,,,,,,60.000,,,,5669.00,0.92,0.91,-0.180,[Fe/H],-0.106,4.47,5.050,1.64000,0.5000,,27.63
Kepler-930 b,Kepler-930,1,1,0,71.45177750,0.347500,2.130,0.190,5.18000,0.01630,M-R relationship,2.950000,0.000000,16.85,561,89.990,2454981.813200,0,0.0884,0.021690,6.0240000,88.140000,0.01417,,,,,,,,6335.00,1.40,1.25,0.040,[Fe/H],0.378,4.24,2.340,2.53706,,,
Kepler-931 b,Kepler-931,1,1,0,8.03755877,0.071900,1.330,0.119,2.33000,0.00733,M-R relationship,5.440000,0.000000,72.44,744,86.290,2454972.356390,0,0.1116,0.028650,2.7866000,22.250000,0.01536,,,,,,,,5241.00,0.81,0.86,-0.010,[Fe/H],-0.350,4.55,4.680,3.22363,,,
Kepler-932 b,Kepler-932,1,1,0,1.92143740,0.027900,1.370,0.122,2.45000,0.00771,M-R relationship,5.240000,0.000000,562.22,1276,74.860,2454964.806131,0,0.4500,0.027870,1.7519000,8.253000,0.01534,,,,,,,,5331.00,0.84,0.87,-0.010,[Fe/H],-0.322,4.54,4.680,2.88000,,,
Kepler-933 b,Kepler-933,1,1,0,14.20443009,0.104100,2.460,0.219,6.62000,0.02080,M-R relationship,2.440000,0.000000,61.32,602,89.980,2454975.733430,0,0.0110,0.080060,3.9790000,28.560000,0.02687,,,,,,,,5346.00,0.84,0.87,-0.020,[Fe/H],-0.211,4.54,4.680,2.01989,,,
Kepler-934 b,Kepler-934,1,1,0,55.67383090,0.265800,2.090,0.186,5.02000,0.01580,M-R relationship,3.020000,0.000000,4.72,384,89.860,2454969.543480,0,0.2740,0.076510,3.8050000,114.480000,0.02482,,,,,,,,5001.00,0.77,0.81,0.010,[Fe/H],-0.478,4.59,4.470,9.15588,,,
Kepler-935 b,Kepler-935,1,1,0,4.88083852,0.052700,1.350,0.120,2.39000,0.00752,M-R relationship,5.340000,0.000000,94.61,879,89.100,2454969.197780,0,0.9720,0.034300,2.5102000,14.460000,0.01687,,,,,,,,4830.00,0.73,0.78,-0.010,[Fe/H],-0.639,4.61,3.800,2.40036,,,
Kepler-936 b,Kepler-936,1,1,0,10.56134221,0.095400,1.450,0.129,2.70000,0.00849,M-R relationship,4.870000,0.000000,133.56,867,83.330,2454966.764170,0,0.0708,0.023840,2.7590000,8.290000,0.01499,,,,,,,,5482.00,0.89,0.92,0.050,[Fe/H],-0.190,4.51,4.570,4.40297,,,
Kepler-937 b,Kepler-937,1,2,0,67.66882700,0.321400,3.720,0.332,13.40000,0.04200,M-R relationship,1.430000,0.000000,20.63,495,89.610,2455031.196460,0,0.7830,0.096110,9.6230000,34.100000,0.02775,,,,,,,,6095.00,1.22,1.15,0.080,[Fe/H],0.281,4.32,3.240,0.65357,,,
Kepler-937 c,Kepler-937,1,2,0,153.34336400,0.554500,2.670,0.238,7.61000,0.02390,M-R relationship,2.200000,0.000000,6.93,377,89.840,2455023.537000,0,0.2610,0.038800,10.7150000,111.500000,0.02040,,,,,,,,6095.00,1.22,1.15,0.080,[Fe/H],0.281,4.32,3.240,0.67810,,,
Kepler-938 b,Kepler-938,1,1,0,52.62984170,0.268900,2.220,0.198,5.56000,0.01750,M-R relationship,2.790000,0.000000,8.57,544,89.720,2454988.611530,0,0.8280,0.063680,5.9640000,64.100000,0.02307,,,,,,,,5533.00,0.89,0.92,-0.030,[Fe/H],-0.174,4.51,4.270,1.95244,,,
Kepler-939 b,Kepler-939,1,1,0,14.87829600,0.115300,1.750,0.156,3.71000,0.01170,M-R relationship,3.800000,0.000000,54.19,692,85.910,2454975.968640,0,0.7010,0.032280,7.5040000,12.900000,0.01880,,,,,,,,5471.00,0.85,0.88,-0.120,[Fe/H],0.391,4.54,4.470,0.10184,,,
Kepler-94 b,Kepler-94,1,2,0,2.50806000,0.031060,3.510,0.313,10.84000,0.03400,Mass,1.450000,0.000000,216.09,997,86.610,2454967.999800,0,0.8500,0.150760,1.0724000,11.000000,0.04238,,,,6.110,,,M0 V,4781.00,0.76,0.81,0.340,[Fe/H],-0.613,4.59,1.410,2.90000,0.5000,,-50.48
Kepler-94 c,Kepler-94,1,2,0,820.30000000,,12.500,1.110,3126.00000,9.83600,Mass,8.790000,,,,,,0,,,,,,,,,262.700,,,M0 V,4781.00,0.76,0.81,0.340,[Fe/H],-0.597,4.59,1.410,2.90000,0.5000,,-50.48
Kepler-940 b,Kepler-940,1,1,0,59.62252570,0.305900,3.340,0.298,11.10000,0.03500,M-R relationship,1.640000,0.000000,10.52,486,88.630,2454971.133850,0,0.7700,0.099340,6.4250000,48.000000,0.03162,,,,,,,,5769.00,0.96,0.97,-0.080,[Fe/H],-0.057,4.47,3.630,1.09134,,,
Kepler-941 b,Kepler-941,1,1,0,17.42395198,0.131100,3.080,0.275,9.69000,0.03050,M-R relationship,1.820000,0.000000,47.03,722,85.650,2454981.826450,0,0.9060,0.077090,4.8730000,14.900000,0.03294,,,,,,,,5539.00,0.86,0.89,-0.150,[Fe/H],-0.206,4.53,4.070,0.11360,,,
Kepler-942 b,Kepler-942,1,1,0,44.96417488,0.229800,2.130,0.190,5.18000,0.01630,M-R relationship,2.950000,0.000000,4.96,379,89.910,2454977.558760,0,0.5005,0.081160,5.0412000,70.290000,0.02609,,,,,,,,4861.00,0.75,0.81,0.090,[Fe/H],-0.585,4.59,4.170,2.12768,,,-36.01
Kepler-943 b,Kepler-943,1,1,0,49.77014380,0.255900,5.930,0.529,29.50000,0.09280,M-R relationship,0.777000,0.000000,10.16,455,88.800,2454992.985720,0,0.7790,0.352920,10.0850000,26.120000,0.05975,,,,,,,,5612.00,0.91,0.93,-0.070,[Fe/H],0.407,4.50,4.270,0.23560,0.5000,,
Kepler-944 b,Kepler-944,1,1,0,43.31677370,0.228800,2.630,0.235,7.41000,0.02330,M-R relationship,2.240000,0.000000,20.17,459,89.970,2454969.573380,0,0.9230,0.098750,5.0650000,67.210000,0.02869,,,,,,,,5409.00,0.83,0.86,-0.110,[Fe/H],-0.078,4.54,4.470,3.06120,,,
