pl_name,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv
Kepler-282 c,1,4,0,13.63872300,0.106000,1.200,0.107,1.87000,0.00588,5.950000,0.000000,116.12,717,0,5602.00,0.90,0.79,-0.250,0.106,4.46,0.400,0.73488,,,
Kepler-282 d,1,4,0,24.80600000,0.154000,2.460,0.219,61.00000,0.19200,22.500000,0.000000,52.35,588,1,5699.00,0.89,0.97,-0.250,0.106,4.53,0.400,0.94311,,,
Kepler-282 e,1,4,0,44.34700000,0.226900,3.100,0.277,56.20000,0.17700,10.400000,0.000000,24.11,484,1,5699.00,0.89,0.97,-0.250,0.106,4.53,0.400,1.36005,,,
Kepler-283 b,1,2,0,11.00815100,0.082000,2.130,0.190,5.18000,0.01630,2.950000,0.000000,16.26,488,0,4351.00,0.57,0.60,-0.170,-0.983,4.72,3.090,12.57304,,,
Kepler-283 c,1,2,0,92.74371100,0.341000,1.820,0.162,3.97000,0.01250,3.620000,0.000000,0.95,240,1,4351.00,0.57,0.60,-0.170,-0.983,4.72,3.090,0.06394,,,
Kepler-284 b,1,2,0,12.69914900,0.104000,2.240,0.200,5.65000,0.01780,2.760000,0.000000,38.37,686,0,5615.00,0.81,0.92,0.140,-0.341,4.58,0.500,3.57325,,,
Kepler-284 c,1,2,0,37.51445600,0.213000,2.610,0.233,7.32000,0.02300,2.260000,0.000000,9.04,478,0,5615.00,0.81,0.92,0.140,-0.341,4.58,0.500,1.88082,,,
Kepler-285 b,1,2,0,2.63386700,0.036000,1.340,0.120,2.36000,0.00742,5.390000,0.000000,428.41,1131,0,5411.00,0.81,0.82,0.160,-0.279,4.58,0.600,2.44783,,,
Kepler-285 c,1,2,0,6.18667600,0.064000,1.120,0.100,1.46000,0.00459,5.710000,0.000000,137.07,851,0,5411.00,0.81,0.82,0.160,-0.279,4.58,0.600,1.99799,,,
Kepler-286 b,1,4,0,1.79630200,0.027000,1.240,0.111,2.07000,0.00651,5.970000,0.000000,925.92,1367,0,5580.00,0.86,0.96,-0.120,-0.116,4.50,2.750,1.86513,,,
Kepler-286 c,1,4,0,3.46809500,0.042000,1.370,0.122,2.45000,0.00771,5.240000,0.000000,384.29,1098,0,5580.00,0.86,0.96,-0.120,-0.116,4.50,2.750,2.25157,,,
Kepler-286 d,1,4,0,5.91432300,0.061000,1.330,0.119,2.33000,0.00733,5.440000,0.000000,188.48,919,0,5580.00,0.86,0.96,-0.120,-0.116,4.50,2.750,2.76282,,,
Kepler-286 e,1,4,0,29.22128900,0.176000,1.770,0.158,3.78000,0.01190,3.750000,0.000000,22.40,539,0,5580.00,0.86,0.96,-0.120,-0.116,4.50,2.750,4.35378,,,
Kepler-287 b,1,2,0,20.34219900,0.145000,2.330,0.208,6.04000,0.01900,2.620000,0.000000,35.75,667,0,5806.00,1.03,0.97,0.117,-0.134,4.40,7.600,13.82309,,,
Kepler-287 c,1,2,0,44.85189600,0.246000,3.260,0.291,10.70000,0.03360,1.700000,0.000000,12.46,513,0,5806.00,1.03,0.97,0.117,-0.134,4.40,7.600,0.76343,,,
Kepler-288 b,1,3,0,6.09732600,0.065000,1.670,0.149,3.43000,0.01080,4.050000,0.000000,247.30,1197,0,5918.00,1.09,1.03,0.160,0.056,4.35,3.720,1.32778,,,
Kepler-288 c,1,3,0,19.30577200,0.140000,2.850,0.254,8.50000,0.02670,2.020000,0.000000,53.15,815,0,5918.00,1.09,1.03,0.160,0.056,4.35,3.720,2.21548,,,
Kepler-288 d,1,3,0,56.63374200,0.287000,2.670,0.238,7.61000,0.02390,2.200000,0.000000,12.66,570,0,5918.00,1.09,1.03,0.160,0.056,4.35,3.720,1.90042,,,
Kepler-289 b,1,3,0,34.54500000,0.210000,2.150,0.192,7.30000,0.02300,4.100000,0.000000,27.37,607,1,5990.00,1.00,1.08,0.050,0.061,4.47,0.650,1.58000,,,
Kepler-289 c,1,3,0,125.85180000,0.510000,11.590,1.034,132.00000,0.42000,0.470000,0.000000,4.88,394,1,5990.00,1.00,1.08,0.050,0.061,4.47,0.650,1.58000,,,
Kepler-289 d,1,3,0,66.06340000,0.330000,2.680,0.239,4.00000,0.01300,1.200000,,,,1,5990.00,1.00,1.08,0.050,0.061,4.47,0.650,1.58000,,,
Kepler-29 b,1,2,0,10.33974000,0.091900,2.550,0.227,5.00000,0.01573,1.650000,0.000000,55.90,777,1,5378.00,0.73,0.76,-0.440,-0.297,4.60,0.300,3.18827,4.0000,,
Kepler-29 c,1,2,0,13.28613000,0.108700,2.340,0.209,4.50000,0.01416,1.910000,0.000000,34.40,715,1,5378.00,0.73,0.76,-0.440,-0.297,4.60,0.300,3.45528,4.0000,,
Kepler-290 b,1,2,0,14.58934700,0.110000,2.250,0.201,5.69000,0.01790,2.740000,0.000000,22.64,594,0,5147.00,0.74,0.80,-0.060,-0.586,4.62,1.100,9.48752,,,
Kepler-290 c,1,2,0,36.77031000,0.205000,2.700,0.241,7.75000,0.02440,2.160000,0.000000,6.60,437,0,5147.00,0.74,0.80,-0.060,-0.586,4.62,1.100,2.44273,,,
Kepler-291 b,1,2,0,3.54651100,0.047000,2.160,0.193,5.31000,0.01670,2.900000,0.000000,627.37,1212,0,6002.00,1.02,0.90,-0.110,0.071,4.47,0.300,2.54384,,,
Kepler-291 c,1,2,0,5.70078600,0.065000,1.880,0.168,4.19000,0.01320,3.470000,0.000000,332.74,1035,0,6002.00,1.02,0.90,-0.110,0.071,4.47,0.300,11.48591,,,
Kepler-292 b,1,5,0,2.58082700,0.035000,1.320,0.118,2.30000,0.00724,5.500000,0.000000,394.30,1130,0,5299.00,0.83,0.85,-0.070,-0.337,4.54,5.130,2.14949,,,
Kepler-292 c,1,5,0,3.71533500,0.045000,1.470,0.131,2.76000,0.00869,4.770000,0.000000,242.42,1001,0,5299.00,0.83,0.85,-0.070,-0.337,4.54,5.130,1.67835,,,
Kepler-292 d,1,5,0,7.05567900,0.068000,2.230,0.199,5.60000,0.01760,2.770000,0.000000,103.00,808,0,5299.00,0.83,0.85,-0.070,-0.337,4.54,5.130,2.04738,,,
Kepler-292 e,1,5,0,11.97901000,0.097000,2.670,0.238,7.61000,0.02390,2.200000,0.000000,50.92,678,0,5299.00,0.83,0.85,-0.070,-0.337,4.54,5.130,2.04037,,,
Kepler-292 f,1,5,0,20.83423700,0.141000,2.350,0.210,6.12000,0.01930,2.590000,0.000000,24.32,563,0,5299.00,0.83,0.85,-0.070,-0.337,4.54,5.130,1.84341,,,
Kepler-293 b,1,2,0,19.25419600,0.144000,3.070,0.274,9.64000,0.03030,1.830000,0.000000,28.94,657,0,5804.00,0.96,0.94,0.040,-0.233,4.50,0.500,1.81242,,,
Kepler-293 c,1,2,0,54.15574300,0.286000,3.830,0.342,14.00000,0.04420,1.370000,0.000000,7.29,466,0,5804.00,0.96,0.94,0.040,-0.233,4.50,0.500,0.80416,,,
Kepler-294 b,1,2,0,3.70121200,0.048000,1.770,0.158,3.78000,0.01190,3.750000,0.000000,329.80,1087,0,5913.00,0.98,0.95,0.160,-0.148,4.49,0.600,2.17431,,,
Kepler-294 c,1,2,0,6.62640000,0.071000,2.710,0.242,7.80000,0.02450,2.150000,0.000000,151.49,895,0,5913.00,0.98,0.95,0.160,-0.148,4.49,0.600,1.58309,,,
Kepler-295 b,1,3,0,12.64516400,0.099000,1.220,0.109,1.98000,0.00624,5.990000,0.000000,391.01,741,0,5603.00,0.90,0.89,-0.010,0.629,4.44,8.800,0.01018,,,
Kepler-295 c,1,3,0,21.52625800,0.142000,1.170,0.104,1.71000,0.00537,5.870000,0.000000,192.14,621,0,5603.00,0.90,0.89,-0.010,0.629,4.44,8.800,0.31964,,,
Kepler-295 d,1,3,0,33.88405400,0.192000,1.360,0.121,2.42000,0.00761,5.290000,0.000000,104.96,533,0,5603.00,0.90,0.89,-0.010,0.629,4.44,8.800,0.03922,,,
Kepler-296 b,2,5,0,10.86438400,0.079000,1.610,0.144,3.22000,0.01010,3.000000,0.330000,6.50,495,0,3740.00,0.48,0.50,-0.080,-1.509,4.77,13.900,6.40000,,,
Kepler-296 c,2,5,0,5.84163660,0.052100,2.000,0.178,4.66000,0.01470,1.200000,0.330000,14.80,606,0,3740.00,0.48,0.50,-0.080,-1.509,4.77,13.900,6.40000,,,
Kepler-296 d,2,5,0,19.85029100,0.118000,2.090,0.186,5.02000,0.01580,1.900000,0.330000,2.90,403,0,3740.00,0.48,0.50,-0.080,-1.509,4.77,13.900,6.40000,,,
Kepler-296 e,2,5,0,34.14211000,0.169000,1.530,0.136,2.96000,0.00930,4.100000,0.330000,1.41,337,0,3740.00,0.48,0.50,-0.080,-1.569,4.77,4.200,6.40000,,,
Kepler-296 f,2,5,0,63.33627000,0.255000,1.800,0.161,3.89000,0.01230,3.200000,0.330000,0.62,274,0,3740.00,0.48,0.50,-0.080,-1.569,4.77,4.200,6.40000,,,
Kepler-297 b,1,2,0,38.87182600,0.217000,2.870,0.256,48.50000,0.15300,11.300000,0.000000,16.46,509,1,5619.00,0.92,0.98,-0.100,-0.096,4.47,1.900,1.60443,,,
Kepler-297 c,1,2,0,74.92013700,0.336000,6.540,0.583,42.10000,0.13200,0.827000,0.000000,6.86,409,1,5619.00,0.92,0.98,-0.100,-0.096,4.47,1.900,1.88515,,,
Kepler-298 b,1,3,0,10.47546400,0.080000,1.960,0.175,4.50000,0.01420,3.280000,0.000000,24.71,540,0,4465.00,0.58,0.66,-0.210,-0.733,4.71,2.400,6.83183,,,
Kepler-298 c,1,3,0,22.92881000,0.136000,1.930,0.172,4.38000,0.01380,3.350000,0.000000,8.70,416,0,4465.00,0.58,0.66,-0.210,-0.733,4.71,2.400,6.34932,,,
Kepler-298 d,1,3,0,77.47363300,0.305000,2.500,0.223,6.80000,0.02140,2.390000,0.000000,1.72,277,0,4465.00,0.58,0.66,-0.210,-0.733,4.71,2.400,3.24928,,,
Kepler-299 b,1,4,0,2.92712800,0.040000,1.320,0.118,2.30000,0.00724,5.500000,0.000000,622.07,1258,0,5617.00,1.03,0.95,-0.010,-0.044,4.39,0.400,1.15252,,,
Kepler-299 c,1,4,0,6.88587500,0.070000,2.650,0.236,7.51000,0.02360,2.220000,0.000000,198.55,946,0,5617.00,1.03,0.95,-0.010,-0.044,4.39,0.400,0.63018,,,
Kepler-299 d,1,4,0,15.05478600,0.118000,1.860,0.166,4.12000,0.01300,3.520000,0.000000,69.96,729,0,5617.00,1.03,0.95,-0.010,-0.044,4.39,0.400,1.02421,,,
Kepler-299 e,1,4,0,38.28548900,0.220000,1.870,0.167,4.16000,0.01310,3.500000,0.000000,20.17,534,1,5617.00,1.03,0.95,-0.010,-0.044,4.39,0.400,1.16796,,,
Kepler-30 b,1,3,0,29.33434000,0.180000,3.900,0.348,11.30000,0.03600,1.020000,0.042000,16.38,524,1,5498.00,0.95,0.99,0.180,-0.237,4.77,2.000,2.00000,1.9400,,
Kepler-30 c,1,3,0,60.32310500,0.300000,12.300,1.097,640.00000,2.01000,1.880000,0.011100,6.22,411,1,5498.00,0.95,0.99,0.180,-0.237,4.77,2.000,2.00000,1.9400,,
Kepler-30 d,1,3,0,143.34394000,0.500000,8.800,0.785,23.10000,0.07300,0.190000,0.022000,1.96,308,1,5498.00,0.95,0.99,0.180,-0.237,4.77,2.000,2.00000,1.9400,,
Kepler-300 b,1,2,0,10.44634700,0.094000,1.670,0.149,3.43000,0.01080,4.050000,0.000000,265.19,812,0,5986.00,0.90,1.07,0.040,0.340,4.53,3.630,1.21929,,,
Kepler-300 c,1,2,0,40.71495500,0.232000,2.250,0.201,5.69000,0.01790,2.740000,0.000000,43.25,516,1,5986.00,0.90,1.07,0.040,0.340,4.53,3.630,0.39973,,,
Kepler-301 b,1,3,0,2.50855300,0.036000,1.350,0.120,2.39000,0.00752,5.340000,0.000000,665.44,1278,0,5815.00,0.90,0.98,0.187,-0.080,4.53,4.170,1.76008,,,
Kepler-301 c,1,3,0,5.41902600,0.060000,1.350,0.120,2.39000,0.00752,5.340000,0.000000,238.48,989,0,5815.00,0.90,0.98,0.187,-0.080,4.53,4.170,4.03105,,,
Kepler-301 d,1,3,0,13.75124300,0.112000,1.750,0.156,3.71000,0.01170,3.800000,0.000000,68.93,725,0,5815.00,0.90,0.98,0.187,-0.080,4.53,4.170,1.75104,,,
Kepler-302 b,1,2,0,30.18410400,0.193000,4.060,0.362,15.50000,0.04880,1.270000,0.000000,31.25,634,0,5740.00,1.22,1.02,0.060,0.049,4.29,0.500,1.35151,,,
Kepler-302 c,1,2,0,127.28218400,0.503000,12.450,1.111,,,,0.000000,4.58,392,0,5740.00,1.22,1.02,0.060,0.049,4.29,0.500,1.06975,,,
Kepler-303 b,1,2,0,1.93705500,0.024000,0.890,0.079,0.64000,0.00201,4.990000,0.000000,145.44,802,0,3944.00,0.48,0.57,-0.414,-1.066,4.77,3.310,5.28345,,,
Kepler-303 c,1,2,0,7.06114900,0.057000,1.140,0.102,1.55000,0.00489,5.750000,0.000000,25.85,521,0,3944.00,0.48,0.57,-0.414,-1.066,4.77,3.310,60.48401,,,
Kepler-304 b,1,4,0,3.29570900,0.039000,2.860,0.255,8.55000,0.02690,2.010000,0.000000,139.15,875,0,4731.00,0.69,0.80,0.050,-0.662,4.63,2.090,4.07394,,,
Kepler-304 c,1,4,0,5.31594600,0.054000,2.170,0.194,5.35000,0.01680,2.880000,0.000000,73.60,746,0,4731.00,0.69,0.80,0.050,-0.662,4.63,2.090,36.68262,,,
Kepler-304 d,1,4,0,9.65347100,0.080000,2.750,0.245,8.00000,0.02520,2.110000,0.000000,33.16,611,0,4731.00,0.69,0.80,0.050,-0.662,4.63,2.090,3.54622,,,
Kepler-304 e,1,4,0,1.49914695,0.023200,1.200,0.107,1.87000,0.00588,5.950000,0.000000,397.25,1137,0,4817.00,0.73,0.80,0.050,-0.662,4.61,2.090,4.41479,,,
Kepler-305 b,1,4,0,5.48700000,0.057100,3.600,0.321,10.50000,0.03300,1.240000,0.000000,112.91,836,1,5117.00,0.80,0.76,0.030,-0.423,4.51,4.370,0.68028,,,
Kepler-305 c,1,4,0,8.29100000,0.075200,3.300,0.294,6.00000,0.01900,0.917000,0.000000,65.10,728,1,5117.00,0.80,0.76,0.030,-0.423,4.51,4.370,0.14861,,,
Kepler-305 d,1,4,0,16.73866100,0.121000,2.710,0.242,9.10000,0.02863,2.500000,0.000000,25.52,576,0,5100.00,0.79,0.85,0.030,-0.423,4.56,4.370,10.92546,,,
Kepler-305 e,1,4,0,3.20538000,0.039900,1.794,0.160,3.87000,0.01220,3.680000,0.000000,236.11,1000,0,4974.00,0.83,0.82,0.040,-0.423,4.52,4.370,2.04185,,,
Kepler-306 b,1,4,0,4.64618600,0.050000,1.520,0.136,2.92000,0.00920,4.570000,0.000000,127.25,830,0,4954.00,0.72,0.81,-0.080,-0.469,4.61,2.630,3.07953,,,
Kepler-306 c,1,4,0,7.24019300,0.067000,2.350,0.210,6.12000,0.01930,2.590000,0.000000,70.45,716,0,4954.00,0.72,0.81,-0.080,-0.469,4.61,2.630,2.71033,,,
Kepler-306 d,1,4,0,17.32664400,0.120000,2.470,0.220,6.66000,0.02100,2.430000,0.000000,21.98,535,0,4954.00,0.72,0.81,-0.080,-0.469,4.61,2.630,1.48104,,,
Kepler-306 e,1,4,0,44.84097500,0.227000,2.270,0.203,5.77000,0.01820,2.710000,0.000000,6.18,390,0,4954.00,0.72,0.81,-0.080,-0.469,4.61,2.630,2.45486,,,
Kepler-307 b,1,2,0,10.42080000,0.091700,2.430,0.217,7.44000,0.02341,2.620000,0.000000,59.70,797,1,5367.00,0.81,0.91,0.190,-0.122,4.46,13.500,1.73492,,,
Kepler-307 c,1,2,0,13.07290000,0.106800,2.200,0.196,3.64000,0.01145,1.740000,0.000000,44.00,739,1,5367.00,0.81,0.91,0.190,-0.122,4.46,13.500,1.64444,,,
Kepler-308 b,1,2,0,9.69492800,0.090000,2.120,0.189,5.14000,0.01620,2.960000,0.000000,108.64,833,0,5895.00,0.94,0.92,-0.040,-0.116,4.51,0.500,3.68154,,,
Kepler-308 c,1,2,0,15.38231000,0.123000,2.160,0.193,5.31000,0.01670,2.900000,0.000000,58.68,714,0,5895.00,0.94,0.92,-0.040,-0.116,4.51,0.500,2.26029,,,
Kepler-309 b,1,2,0,5.92365300,0.059000,1.560,0.139,3.05000,0.00961,4.410000,0.000000,99.49,531,0,4713.00,0.72,0.67,0.110,-0.574,4.61,3.020,2.80440,,,
Kepler-309 c,1,2,0,105.35638300,0.401000,2.510,0.224,6.85000,0.02150,2.380000,0.000000,2.14,204,1,4713.00,0.72,0.67,0.110,-0.574,4.61,3.020,4.45517,,,
Kepler-31 b,1,3,0,20.86130000,0.160000,5.500,0.491,25.90000,0.08160,0.855000,0.000000,91.47,781,1,6340.00,1.22,1.21,-0.076,0.301,4.70,0.280,1.40526,,,
Kepler-31 c,1,3,0,42.63180000,0.260000,5.300,0.473,1493.70000,4.70000,,0.000000,35.25,615,1,6340.00,1.22,1.21,-0.076,0.301,4.70,0.280,1.64062,,,
Kepler-31 d,1,3,0,87.64510000,0.400000,3.900,0.348,2161.24400,6.80000,,0.000000,13.49,484,0,6340.00,1.22,1.21,-0.076,0.301,4.70,0.280,1.11917,,,
Kepler-310 b,1,3,0,13.93069800,0.111000,1.190,0.106,1.81000,0.00570,5.900000,0.000000,45.97,665,1,5797.00,0.88,0.91,-0.070,-0.239,4.52,1.900,10.54459,,,
Kepler-310 c,1,3,0,56.47542000,0.281000,3.380,0.302,11.40000,0.03570,1.620000,0.000000,7.11,417,1,5797.00,0.88,0.91,-0.070,-0.239,4.52,1.900,0.33372,,,
Kepler-310 d,1,3,0,92.87612500,0.392000,2.470,0.220,7.00000,0.02202,3.300000,0.000000,3.66,353,0,5797.00,0.88,0.91,-0.070,-0.239,4.52,1.900,0.52514,,,
Kepler-311 b,1,2,0,9.17609200,0.087000,1.700,0.152,3.53000,0.01110,3.950000,0.000000,201.36,960,0,5905.00,1.19,1.08,-0.010,0.193,4.31,1.950,1.01776,,,
Kepler-311 c,1,2,0,19.73828600,0.145000,1.430,0.128,2.63000,0.00829,4.940000,0.000000,72.46,744,0,5905.00,1.19,1.08,-0.010,0.193,4.31,1.950,0.57244,,,
Kepler-312 b,1,2,0,1.77241900,0.031000,1.290,0.115,2.21000,0.00696,5.660000,0.000000,4124.02,1685,0,6115.00,1.47,1.20,0.121,0.598,4.19,1.480,0.30899,,,
Kepler-312 c,1,2,0,19.74741200,0.153000,3.150,0.281,10.10000,0.03170,1.780000,0.000000,165.82,754,1,6115.00,1.47,1.23,0.121,0.598,4.19,1.480,0.30899,,,
Kepler-313 b,1,2,0,14.97041800,0.125000,2.530,0.226,6.94000,0.02180,2.350000,0.000000,143.33,883,0,5727.00,1.54,1.08,0.160,0.312,4.13,6.610,0.53698,,,
Kepler-313 c,1,2,0,32.27327300,0.208000,2.570,0.229,7.13000,0.02240,2.310000,0.000000,51.50,683,0,5727.00,1.54,1.08,0.160,0.312,4.13,6.610,0.51978,,,
Kepler-314 b,1,2,0,2.46106900,0.035000,0.830,0.074,0.49800,0.00157,4.790000,0.000000,488.67,1195,0,5378.00,0.95,1.02,0.322,-0.226,4.46,2.400,1.49432,,,-21.98
Kepler-314 c,1,2,0,5.96039200,0.064000,2.900,0.259,8.75000,0.02750,1.970000,0.000000,149.98,890,0,5378.00,0.95,1.02,0.322,-0.226,4.46,2.400,1.49432,,,-21.98
Kepler-315 b,1,2,0,96.10114100,0.402000,3.770,0.336,13.70000,0.04300,1.400000,0.000000,6.67,409,1,5796.00,1.04,0.98,-0.280,0.004,4.38,4.900,0.03981,,,
Kepler-315 c,1,2,0,265.46933500,0.791000,4.150,0.370,16.10000,0.05060,1.240000,0.000000,1.72,291,0,5796.00,1.04,0.98,-0.280,0.004,4.38,4.900,0.23769,,,
Kepler-316 b,1,2,0,2.24050800,0.027000,1.060,0.095,1.20000,0.00377,5.540000,0.000000,164.78,837,0,4204.00,0.52,0.59,-0.230,-0.936,4.74,3.310,5.73497,,,
Kepler-316 c,1,2,0,6.82776600,0.058000,1.160,0.103,1.65000,0.00521,5.810000,0.000000,37.38,577,0,4204.00,0.52,0.59,-0.230,-0.936,4.74,3.310,4.28989,,,
Kepler-317 b,1,2,0,5.52424200,0.061000,2.090,0.186,109.80000,0.34500,66.100000,0.000000,151.65,976,0,5497.00,0.94,0.86,0.130,-0.208,4.49,3.720,1.48079,,,
Kepler-317 c,1,2,0,8.77501000,0.083000,1.720,0.153,3.61000,0.01130,3.900000,0.000000,81.76,837,0,5497.00,0.94,0.86,0.130,-0.208,4.49,3.720,1.53878,,,
Kepler-318 b,1,2,0,4.66271500,0.056000,4.710,0.420,19.90000,0.06270,1.050000,0.000000,333.15,1039,0,5746.00,1.19,1.02,0.332,0.004,4.33,1.620,2.11450,,,
Kepler-318 c,1,2,0,11.81500700,0.105000,3.680,0.328,13.10000,0.04130,1.440000,0.000000,96.51,762,0,5746.00,1.19,1.02,0.332,0.004,4.33,1.620,1.79265,,,
Kepler-319 b,1,3,0,4.36270500,0.051000,1.630,0.145,3.29000,0.01040,4.170000,0.000000,253.66,1023,0,5526.00,0.90,0.96,-0.015,-0.181,4.49,3.550,3.64696,,,
Kepler-319 c,1,3,0,6.94135700,0.069000,2.630,0.235,7.41000,0.02330,2.240000,0.000000,136.34,876,0,5526.00,0.90,0.96,-0.015,-0.181,4.49,3.550,11.00889,,,
Kepler-319 d,1,3,0,31.78192500,0.191000,2.290,0.204,5.86000,0.01840,2.680000,0.000000,17.96,528,0,5526.00,0.90,0.96,-0.015,-0.181,4.49,3.550,3.14049,,,
Kepler-32 b,1,5,0,5.90124000,0.050000,2.200,0.196,1303.00000,4.10000,,0.000000,22.02,514,1,3900.00,0.53,0.58,0.000,-1.292,4.64,2.690,4.21511,,,-32.50
Kepler-32 c,1,5,0,8.75220000,0.090000,2.000,0.178,158.90000,0.50000,,0.000000,10.68,451,1,3900.00,0.53,0.58,0.000,-1.292,4.64,2.690,4.21511,,,-32.50
Kepler-32 d,1,5,0,22.78020000,0.130000,2.700,0.241,7.75000,0.02440,2.160000,0.000000,3.63,328,0,3900.00,0.53,0.58,0.000,-1.292,4.64,2.690,4.21511,,,-32.50
Kepler-32 e,1,5,0,2.89600000,0.033000,1.500,0.134,2.86000,0.00899,4.660000,0.000000,56.65,652,0,3900.00,0.53,0.58,0.000,-1.292,4.64,2.690,4.21511,,,-32.50
Kepler-32 f,1,5,0,0.74296000,0.013000,0.820,0.073,0.47700,0.00150,4.750000,0.000000,349.64,1026,0,3900.00,0.53,0.58,0.000,-1.292,4.64,2.690,4.21511,,,-32.50
Kepler-320 b,1,2,0,8.37155400,0.085000,1.140,0.102,1.55000,0.00489,5.750000,0.000000,280.56,1292,0,6435.00,1.11,1.33,-0.123,0.374,4.42,2.140,0.93157,,,
Kepler-320 c,1,2,0,17.93493700,0.142000,1.370,0.122,2.45000,0.00771,5.240000,0.000000,101.62,1002,0,6435.00,1.11,1.33,-0.123,0.374,4.42,2.140,0.01393,,,
Kepler-321 b,1,2,0,4.91537900,0.057000,1.770,0.158,3.78000,0.01190,3.750000,0.000000,296.15,1042,0,5740.00,1.19,1.03,0.121,-0.008,4.30,2.090,1.47880,,,-10.77
Kepler-321 c,1,2,0,13.09392100,0.110000,2.320,0.207,5.99000,0.01890,2.640000,0.000000,80.10,752,0,5740.00,1.19,1.03,0.121,-0.008,4.30,2.090,1.47880,,,-10.77
Kepler-322 b,1,2,0,1.65388800,0.027000,1.010,0.090,1.01000,0.00317,5.390000,0.000000,735.18,1373,0,5388.00,0.89,0.92,0.050,-0.288,4.50,14.000,2.17106,6.3000,,-22.96
Kepler-322 c,1,2,0,4.33723400,0.051000,1.670,0.149,3.43000,0.01080,4.050000,0.000000,203.41,996,0,5388.00,0.89,0.92,0.050,-0.288,4.50,14.000,2.48833,6.3000,,-22.96
Kepler-323 b,1,2,0,1.67832700,0.028000,1.430,0.128,684.40000,2.15300,1290.000000,0.000000,1774.33,1659,0,5987.00,1.18,1.09,-0.215,0.151,4.31,3.960,1.16534,,,
Kepler-323 c,1,2,0,3.55382200,0.046000,1.630,0.145,79.70000,0.25100,101.000000,0.000000,650.01,1292,0,5987.00,1.18,1.09,-0.215,0.151,4.31,3.960,1.04614,,,
Kepler-324 b,1,3,0,4.38531500,0.050000,1.140,0.102,1.55000,0.00489,5.750000,0.000000,194.34,935,0,5194.00,0.84,0.87,0.030,-0.308,4.53,0.800,2.04467,,,
Kepler-324 c,1,3,0,51.80561200,0.260000,3.150,0.281,10.10000,0.03170,1.780000,0.000000,7.23,410,1,5194.00,0.84,0.87,0.030,-0.308,4.53,0.800,0.08711,,,
Kepler-325 b,1,3,0,4.54443900,0.053000,2.910,0.260,8.80000,0.02770,1.960000,0.000000,210.55,1017,0,5752.00,1.00,0.92,0.017,-0.255,4.41,8.200,7.88553,,,
Kepler-325 c,1,3,0,12.76217200,0.105000,2.540,0.227,6.99000,0.02200,2.340000,0.000000,53.04,721,0,5752.00,1.00,0.92,0.017,-0.255,4.41,8.200,0.94540,,,
Kepler-325 d,1,3,0,38.71518500,0.220000,2.790,0.249,8.20000,0.02580,2.070000,0.000000,12.08,498,0,5752.00,1.00,0.92,0.017,-0.255,4.41,8.200,4.98437,,,
Kepler-326 b,1,3,0,2.24832900,0.032000,1.520,0.136,44.60000,0.14000,69.800000,0.000000,783.45,1127,0,5105.00,0.80,0.85,0.239,-0.157,4.56,14.000,2.50206,,,
Kepler-326 c,1,3,0,4.58035800,0.051000,1.400,0.125,17.40000,0.05500,34.800000,0.000000,303.62,889,0,5105.00,0.80,0.85,0.239,-0.157,4.56,14.000,4.25805,,,
Kepler-326 d,1,3,0,6.76688800,0.066000,1.210,0.108,6.90000,0.02200,21.400000,0.000000,180.64,781,0,5105.00,0.80,0.85,0.239,-0.157,4.56,14.000,12.80903,,,
Kepler-327 b,1,3,0,2.54957500,0.029000,1.110,0.099,1.41000,0.00444,5.670000,0.000000,73.06,682,0,3799.00,0.49,0.59,-0.200,-1.260,4.76,3.020,3.77387,,,
Kepler-327 c,1,3,0,5.21233300,0.047000,1.030,0.092,20.30000,0.06400,102.000000,0.000000,28.27,537,0,3799.00,0.49,0.59,-0.200,-1.260,4.76,3.020,3.77387,,,
Kepler-327 d,1,3,0,13.96945700,0.090000,1.730,0.154,3.64000,0.01150,3.860000,0.000000,7.59,387,0,3799.00,0.49,0.59,-0.200,-1.260,4.76,3.020,3.77387,,,
Kepler-328 b,1,2,0,34.92100000,0.219900,2.300,0.205,28.50000,0.09000,12.900000,0.000000,57.08,602,1,6064.00,1.06,1.15,0.080,0.440,4.44,2.570,0.02146,,,
Kepler-328 c,1,2,0,71.31200000,0.354000,5.400,0.482,39.40000,0.12400,1.370000,0.000000,22.02,475,1,6064.00,1.06,1.15,0.080,0.440,4.44,2.570,0.99346,,,
Kepler-329 b,1,2,0,7.41639700,0.061000,1.400,0.125,2.54000,0.00800,5.090000,0.000000,40.69,547,0,4257.00,0.52,0.60,-0.440,-0.971,4.74,3.470,4.72946,,,
Kepler-329 c,1,2,0,18.68473700,0.113000,1.930,0.172,4.38000,0.01380,3.350000,0.000000,11.87,402,0,4257.00,0.52,0.60,-0.440,-0.971,4.74,3.470,2.46841,,,
Kepler-33 b,1,5,0,5.66793000,0.067700,1.740,0.155,3.68000,0.01160,3.840000,0.000000,744.01,1336,1,5904.00,1.82,1.29,0.025,0.556,4.03,4.270,0.30000,3.4000,,14.09
